symbol,date,open,high,low,close,volume
BLK,11/3/2017,473.23,480.17,472.1,479.11,435634
BLK,11/22/2017,481.2,483.98,478.32,478.94,265357
BLK,11/6/2017,478.75,479.79,475.05,475.61,241614
BLK,11/2/2017,469.43,476.91,469.32,474.92,528822
BLK,11/20/2017,474.99,476.37,472.85,474.77,392224
BLK,11/16/2017,473.21,474.35,470.56,474.02,247538
BLK,11/17/2017,471.75,479.25,471.66,473.99,505577
BLK,11/7/2017,475.21,479.53,472.23,473.37,240385
BLK,11/8/2017,472.14,473.93,470.96,472.2,362202
BLK,11/15/2017,467.86,472.28,463.75,470.5,470414
BLK,11/14/2017,463.22,470.61,462.6,470.45,365975
BLK,11/1/2017,473.21,473.85,468.8,469.29,449755
BLK,11/9/2017,469.36,471.99,462.51,466.6,454984
BLK,11/10/2017,466.15,468.88,463.57,465.83,304532
BLK,11/13/2017,462.38,465.43,461.07,465.11,499094
SHW,11/3/2017,393.2,398.12,392,397.11,340488
SHW,11/1/2017,392.65,396.19,391.43,395.77,375372
SHW,11/8/2017,394.66,396.4,391.51,395.51,373900
SHW,11/7/2017,394.66,396.04,393.35,394.01,323908
SHW,11/6/2017,394.98,397.73,393.36,393.94,378194
SHW,11/2/2017,396.93,396.93,390.89,392.11,512520
SHW,11/22/2017,390.76,391.73,388.87,390.56,324493
SHW,11/21/2017,388.93,390.24,387.3,390.13,349299
SHW,11/13/2017,387.53,390.75,386.83,389.71,303150
SHW,11/10/2017,386.52,390.18,386.52,389.46,250092
SHW,11/14/2017,389.24,390.21,386.71,389.13,271377
SHW,11/16/2017,385.08,388.84,384.38,388.03,508707
SHW,11/20/2017,386.52,389.54,386.26,387.69,225710
SHW,11/9/2017,394.83,394.83,384.9,387.03,447949
SHW,11/17/2017,386.45,388.31,385.61,386.98,322697
SHW,11/15/2017,386.52,387.49,384.11,385.96,334151
BCR,11/21/2017,334.1,336.98,334.1,336.66,400872
BCR,11/2/2017,327.95,335.57,327.35,335.57,969003
BCR,11/9/2017,333.65,335.28,333.13,335.28,551239
BCR,11/22/2017,335.95,336.12,334.45,335.18,551895
BCR,11/6/2017,334.49,335.65,333.93,334.39,535061
BCR,11/16/2017,332.85,334.25,332.85,334.25,301309
BCR,11/8/2017,334.05,334.21,333.08,334.08,635562
BCR,11/3/2017,333.56,335.84,332.07,333.86,620780
BCR,11/7/2017,335.21,335.21,332.92,333.57,560055
BCR,11/17/2017,332.75,333.84,332.75,333.56,297434
BCR,11/14/2017,332.35,333.62,332.14,333.34,260213
BCR,11/20/2017,333.72,334.31,333.29,333.29,589960
BCR,11/13/2017,332.13,333.38,331.7,333.08,319747
BCR,11/15/2017,332.6,333.31,332.1,332.26,505466
BCR,11/10/2017,335.1,335.47,331.58,331.89,672700
BCR,11/1/2017,327.5,328.03,325.31,326.78,602241
NOC,11/21/2017,302.14,304.93,301.09,304.31,707029
NOC,11/7/2017,301.99,304.66,301.99,303.31,510753
NOC,11/8/2017,303.3,304.25,302.5,303.3,524651
NOC,11/22/2017,303.24,303.62,300.3,302.02,463707
NOC,11/6/2017,300.86,303.49,300.28,301.86,366702
NOC,11/3/2017,301.18,303.36,299.15,301.66,517718
NOC,11/2/2017,293.88,301.49,293.88,301.36,711808
NOC,11/20/2017,296.96,301.25,296.76,300.94,703470
NOC,11/16/2017,300.38,301.24,299.53,300.55,440594
NOC,11/14/2017,297.17,300.53,296.15,300.46,521552
NOC,11/15/2017,300.77,302.34,299.64,299.94,804909
NOC,11/9/2017,302.87,303.58,298.09,299.14,529808
NOC,11/13/2017,297.73,298.96,294.44,298.48,656120
NOC,11/10/2017,298.5,299.66,297.56,298.13,391852
NOC,11/17/2017,299.57,300.09,296.67,296.85,458031
NOC,11/1/2017,295.67,296.49,293.98,294.17,580848
CMG,11/17/2017,283.56,291.51,283.56,289.84,1277873
CMG,11/15/2017,279.6,287.25,277.82,285.45,1059852
CMG,11/16/2017,285.89,289.25,283.16,283.7,796705
CMG,11/20/2017,289.84,289.84,282.17,283.25,760973
CMG,11/22/2017,279.87,282.7,278.78,281.27,597097
CMG,11/14/2017,277.73,284.26,277.48,280.9,984430
CMG,11/21/2017,284.04,284.04,277.85,279.51,768705
CMG,11/2/2017,270.01,280.83,268.58,279.46,1952529
CMG,11/10/2017,275,281,273.51,279.45,1060839
CMG,11/13/2017,272.72,279.25,263,277.5,1822038
CMG,11/6/2017,273.37,276.41,270.59,275.77,835417
CMG,11/9/2017,273.01,276.88,270.12,275,821509
CMG,11/7/2017,276.34,276.34,272.83,274.5,765434
CMG,11/8/2017,274.45,275.92,272.53,273.9,598887
CMG,11/3/2017,277.39,278.63,271.5,273.53,1188921
CMG,11/1/2017,271.9,275.48,269.75,270.2,1035529
TDG,11/8/2017,282.17,285.56,281.56,284.97,662033
TDG,11/7/2017,283.58,283.58,279.75,283.33,573441
TDG,11/6/2017,282.23,284.38,281.38,283,386658
TDG,11/2/2017,279.84,283.63,279.84,282.55,662451
TDG,11/3/2017,281.9,285.15,280.49,282.52,409090
TDG,11/1/2017,279.64,282.87,278.93,280.95,421241
TDG,11/22/2017,268.07,269.5,266.65,268.99,290083
TDG,11/16/2017,266.51,271.81,266.26,268.4,467850
TDG,11/14/2017,262.17,268.37,261.78,268.02,371413
TDG,11/21/2017,267.73,268.6,265.7,267.15,584606
TDG,11/10/2017,267.13,270.67,262.5,267,760565
TDG,11/20/2017,263.29,267.82,263.18,266.64,342671
TDG,11/9/2017,264.03,275.7,260.83,265.58,1227832
TDG,11/15/2017,267.02,267.02,262.75,265.15,419583
TDG,11/17/2017,267.08,267.54,262.72,263.08,296427
TDG,11/13/2017,266.09,266.24,261.61,262,714816
MHK,11/20/2017,272.75,278.2,272.75,276.74,715954
MHK,11/21/2017,275.64,279.85,273.05,274.25,546909
MHK,11/22/2017,274.44,275.48,273.03,274.01,346564
MHK,11/17/2017,270.34,272.46,269.46,272.2,224505
MHK,11/16/2017,268.13,271.69,267.04,270.65,367139
MHK,11/14/2017,263.75,267.63,261.66,267.14,366648
MHK,11/15/2017,266.51,268.06,263.89,267.1,396967
MHK,11/13/2017,264.03,265.57,263.28,265.02,354452
MHK,11/9/2017,262.36,264.85,261.95,264.61,357988
MHK,11/10/2017,264.35,265.42,263.43,263.85,275127
MHK,11/8/2017,261.1,263.66,259.76,263.48,372169
MHK,11/1/2017,261.39,263.31,260.94,262.45,402237
MHK,11/7/2017,260.49,261.5,259.21,260.92,252705
MHK,11/6/2017,258.09,262.06,256.9,260.62,539890
MHK,11/2/2017,261.49,262.46,256.36,257.79,597566
MHK,11/3/2017,258.11,259.95,256.32,257.33,313829
BA,11/21/2017,266.24,267,264.71,266.99,2267052
BA,11/7/2017,264.07,267.28,264.07,266.13,3205378
BA,11/8/2017,266.14,267.62,265.29,265.57,2841807
BA,11/22/2017,267,267.48,264.53,265.15,1470410
BA,11/20/2017,263,265.62,262.76,264.63,2447398
BA,11/6/2017,262.62,265.84,262.53,264.07,2911598
BA,11/16/2017,263.76,265.04,263.34,263.7,2710174
BA,11/15/2017,261.42,264.77,260.15,262.86,2510533
BA,11/9/2017,265.01,266.75,259.56,262.7,3215865
BA,11/2/2017,258.31,263.24,258,262.63,2529912
BA,11/13/2017,261.67,263.36,260.49,262.42,2604867
BA,11/17/2017,262.82,263.74,262.03,262.26,1724790
BA,11/14/2017,262,262.4,260.2,261.76,2358169
BA,11/3/2017,262.42,263.79,260.08,261.75,2610784
BA,11/10/2017,262.11,262.5,259.6,260.85,1740621
BA,11/1/2017,258.29,259.41,256.24,258.5,2929490
